Id;Name;City;Country;Code
500;Shoreham Airport;Shoreham By Sea;United Kingdom;ESH
501;London Biggin Hill Airport;Biggin Hill;United Kingdom;BQH
502;London Gatwick Airport;London;United Kingdom;LGW
503;London City Airport;London;United Kingdom;LCY
504;Farnborough Airport;Farnborough;United Kingdom;FAB
505;Chalgrove Airport;Chalsgrove;United Kingdom;\N
506;Blackbushe Airport;Blackbushe;United Kingdom;BBS
507;London Heathrow Airport;London;United Kingdom;LHR
508;Southend Airport;Southend;United Kingdom;SEN
509;Lydd Airport;Lydd;United Kingdom;LYX
510;Kent International Airport;Manston;United Kingdom;MSE
511;Brough Airport;Brough;United Kingdom;\N
512;Carlisle Airport;Carlisle;United Kingdom;CAX
513;Retford Gamston Airport;Repton;United Kingdom;\N
514;Blackpool International Airport;Blackpool;United Kingdom;BLK
515;Humberside Airport;Humberside;United Kingdom;HUY
516;Barrow Walney Island Airport;Barrow Island;United Kingdom;BWF
517;Leeds Bradford Airport;Leeds;United Kingdom;LBA
518;Warton Airport;Warton;United Kingdom;WRT
519;Hawarden Airport;Hawarden;United Kingdom;CEG
520;Isle of Man Airport;Isle Of Man;Isle of Man;IOM
521;Newcastle Airport;Newcastle;United Kingdom;NCL
522;Durham Tees Valley Airport;Teesside;United Kingdom;MME
523;East Midlands Airport;East Midlands;United Kingdom;EMA
524;Llanbedr Airport;Llanbedr;United Kingdom;\N
525;RAF Ternhill;Ternhill;United Kingdom;\N
526;RAF Shawbury;Shawbury;United Kingdom;\N
528;RAF Woodvale;Woodvale;United Kingdom;\N
529;Kirkwall Airport;Kirkwall;United Kingdom;KOI
530;Sumburgh Airport;Sumburgh;United Kingdom;LSI
531;Wick Airport;Wick;United Kingdom;WIC
532;Aberdeen Dyce Airport;Aberdeen;United Kingdom;ABZ
533;Inverness Airport;Inverness;United Kingdom;INV
534;Glasgow International Airport;Glasgow;United Kingdom;GLA
535;Edinburgh Airport;Edinburgh;United Kingdom;EDI
536;Islay Airport;Islay;United Kingdom;ILY
537;Glasgow Prestwick Airport;Prestwick;United Kingdom;PIK
538;Benbecula Airport;Benbecula;United Kingdom;BEB
539;Scatsta Airport;Scatsta;United Kingdom;SCS
540;Dundee Airport;Dundee;United Kingdom;DND
541;Stornoway Airport;Stornoway;United Kingdom;SYY
542;Tiree Airport;Tiree;United Kingdom;TRE
543;RAF Leuchars;Leuchars;United Kingdom;ADX
544;RAF Lossiemouth;Lossiemouth;United Kingdom;LMO
545;Cambridge Airport;Cambridge;United Kingdom;CBG
546;Peterborough Business Airport;Peterborough;United Kingdom;\N
547;Norwich International Airport;Norwich;United Kingdom;NWI
548;London Stansted Airport;London;United Kingdom;STN
549;North Weald Airport;North Weald;United Kingdom;\N
550;Sheffield City Heliport;Fowlmere;United Kingdom;\N
551;Cranfield Airport;Cranfield;United Kingdom;\N
552;Exeter International Airport;Exeter;United Kingdom;EXT
553;Bristol Filton Airport;Bristol;United Kingdom;FZO
554;Oxford (Kidlington) Airport;Oxford;United Kingdom;OXF
555;RAF Benson;Benson;United Kingdom;BEX
556;RAF Lakenheath;Lakenheath;United Kingdom;LKZ
557;RAF Mildenhall;Mildenhall;United Kingdom;MHZ
558;RAF Wattisham;Wattisham;United Kingdom;\N
559;RAF Wyton;Wyton;United Kingdom;QUY
560;RAF Fairford;Fairford;United Kingdom;FFD
561;RAF Brize Norton;Brize Norton;United Kingdom;BZZ
562;RAF Odiham;Odiham;United Kingdom;ODH
563;DCAE Cosford Air Base;Cosford;United Kingdom;\N
564;RAF Northolt;Northolt;United Kingdom;NHT
565;RAF Coningsby;Coningsby;United Kingdom;QCY
566;RAF Dishforth;Dishforth;United Kingdom;\N
567;Leeming Airport;Leeming;United Kingdom;\N
568;Leeds East Airport;Church Fenton;United Kingdom;\N
569;RAF Honington;Honington;United Kingdom;BEQ
570;RAF Cottesmore;Cottesmore;United Kingdom;\N
571;RAF Scampton;Scampton;United Kingdom;SQZ
572;RAF Wittering;Wittering;United Kingdom;\N
573;RAF Linton-On-Ouse;Linton-on-ouse;United Kingdom;HRT
574;RAF Waddington;Waddington;United Kingdom;WTN
575;RAF Topcliffe;Topcliffe;United Kingdom;\N
576;RAF Cranwell;Cranwell;United Kingdom;\N
577;RAF Barkston Heath;Barkston Heath;United Kingdom;\N
578;RAF Marham;Marham;United Kingdom;KNF
579;Mount Pleasant Airport;Mount Pleasant;Falkland Islands;MPN
580;Amsterdam Airport Schiphol;Amsterdam;Netherlands;AMS
581;Budel Airfield Kempen;Weert;Netherlands;\N
582;Maastricht Aachen Airport;Maastricht;Netherlands;MST
583;Deelen Air Base;Deelen;Netherlands;\N
584;Drachten Airport;Drachten;Netherlands;\N
585;Eindhoven Airport;Eindhoven;Netherlands;EIN
586;Eelde Airport;Groningen;Netherlands;GRQ
587;Gilze Rijen Air Base;Gilze-rijen;Netherlands;GLZ
588;De Kooy Airport;De Kooy;Netherlands;DHR
589;Lelystad Airport;Lelystad;Netherlands;LEY
590;Leeuwarden Air Base;Leeuwarden;Netherlands;LWR
591;Rotterdam The Hague Airport;Rotterdam;Netherlands;RTM
592;Soesterberg Air Base;Soesterberg;Netherlands;UTC
593;Twente Airport;Enschede;Netherlands;ENS
594;Valkenburg Naval Air Base;Valkenburg;Netherlands;LID
595;Woensdrecht Air Base;Woensdrecht;Netherlands;WOE
596;Cork Airport;Cork;Ireland;ORK
597;Galway Airport;Galway;Ireland;GWY
599;Dublin Airport;Dublin;Ireland;DUB
600;Ireland West Knock Airport;Connaught;Ireland;NOC
601;Kerry Airport;Kerry;Ireland;KIR
602;Casement Air Base;Casement;Ireland;\N
603;Shannon Airport;Shannon;Ireland;SNN
604;Sligo Airport;Sligo;Ireland;SXL
605;Waterford Airport;Waterford;Ireland;WAT
607;Aarhus Airport;Aarhus;Denmark;AAR
608;Billund Airport;Billund;Denmark;BLL
609;Copenhagen Kastrup Airport;Copenhagen;Denmark;CPH
610;Esbjerg Airport;Esbjerg;Denmark;EBJ
611;Grønholt Hillerød Airport;Gronholt;Denmark;\N
612;Karup Airport;Karup;Denmark;KRP
613;Læsø Airport;Laeso;Denmark;BYR
614;Lolland Falster Maribo Airport;Maribo;Denmark;MRW
615;Odense Airport;Odense;Denmark;ODE
616;Kruså-Padborg Airport;Krusa-padborg;Denmark;\N
617;Copenhagen Roskilde Airport;Copenhagen;Denmark;RKE
618;Bornholm Airport;Ronne;Denmark;RNN
619;Sønderborg Airport;Soenderborg;Denmark;SGD
621;Skrydstrup Air Base;Skrydstrup;Denmark;SKS
622;Skive Airport;Skive;Denmark;SQW
623;Thisted Airport;Thisted;Denmark;TED
624;Kolding Vamdrup Airfield;Kolding;Denmark;\N
625;Vagar Airport;Vagar;Faroe Islands;FAE
626;Vesthimmerlands Flyveplads;Vesthimmerland;Denmark;\N
627;Stauning Airport;Stauning;Denmark;STA
628;Aalborg Airport;Aalborg;Denmark;AAL
629;Luxembourg-Findel International Airport;Luxemburg;Luxembourg;LUX
630;Ålesund Airport;Alesund;Norway;AES
631;Andøya Airport;Andoya;Norway;ANX
632;Alta Airport;Alta;Norway;ALF
633;Bømoen Airport;Voss;Norway;\N
634;Brønnøysund Airport;Bronnoysund;Norway;BNN
635;Bodø Airport;Bodo;Norway;BOO
636;Bergen Airport Flesland;Bergen;Norway;BGO
637;Båtsfjord Airport;Batsfjord;Norway;BJF
638;Kristiansand Airport;Kristiansand;Norway;KRS
639;Geilo Airport Dagali;Geilo;Norway;DLD
640;Bardufoss Airport;Bardufoss;Norway;BDU
641;Harstad/Narvik Airport, Evenes;Harstad/Narvik;Norway;EVE
642;Leirin Airport;Fagernes;Norway;VDB
643;Florø Airport;Floro;Norway;FRO
644;Oslo Lufthavn;Oslo;Norway;OSL
645;Haugesund Airport;Haugesund;Norway;HAU
646;Hasvik Airport;Hasvik;Norway;HAA
647;Kristiansund Airport (Kvernberget);Kristiansund;Norway;KSU
648;Kjeller Airport;Kjeller;Norway;\N
649;Kirkenes Airport (Høybuktmoen);Kirkenes;Norway;KKN
650;Lista Airport;Farsund;Norway;FAN
651;Molde Airport;Molde;Norway;MOL
652;Mosjøen Airport (Kjærstad);Mosjoen;Norway;MJF
653;Banak Airport;Lakselv;Norway;LKL
654;Notodden Airport;Notodden;Norway;NTB
655;Ørland Airport;Orland;Norway;OLA
656;Røros Airport;Roros;Norway;RRS
657;Moss Airport, Rygge;Rygge;Norway;RYG
658;Svalbard Airport, Longyear;Svalbard;Norway;LYR
659;Skien Airport;Skien;Norway;SKE
660;Stord Airport;Stord;Norway;SRP
662;Sandnessjøen Airport (Stokka);Sandnessjoen;Norway;SSJ
663;Tromsø Airport,;Tromso;Norway;TOS
664;Sandefjord Airport, Torp;Sandefjord;Norway;TRF
665;Trondheim Airport Værnes;Trondheim;Norway;TRD
666;Stavanger Airport Sola;Stavanger;Norway;SVG
667;Babice Airport;Warsaw;Poland;\N
668;Gdańsk Lech Wałęsa Airport;Gdansk;Poland;GDN
669;Kraków John Paul II International Airport;Krakow;Poland;KRK
670;Muchowiec Airport;Katowice;Poland;\N
671;Katowice International Airport;Katowice;Poland;KTW
673;Mielec Airport;Mielec;Poland;\N
674;Poznań-Ławica Airport;Poznan;Poland;POZ
675;Rzeszów-Jasionka Airport;Rzeszow;Poland;RZE
676;"Szczecin-Goleniów ""Solidarność"" Airport";Szczecin;Poland;SZZ
677;Redzikowo Air Base;Slupsk;Poland;OSP
678;Swidwin Military Air Base;Shapaja;Poland;\N
679;Warsaw Chopin Airport;Warsaw;Poland;WAW
680;Copernicus Wrocław Airport;Wroclaw;Poland;WRO
681;Zielona Góra-Babimost Airport;Zielona Gora;Poland;IEG
682;Malmen Air Base;Linkoeping;Sweden;\N
683;Bråvalla Air Base;Norrkoeping;Sweden;\N
684;Uppsala Airport;Uppsala;Sweden;\N
685;Ronneby Airport;Ronneby;Sweden;RNB
686;Råda Air Base;Rada;Sweden;\N
687;Gothenburg-Landvetter Airport;Gothenborg;Sweden;GOT
688;Jönköping Airport;Joenkoeping;Sweden;JKG
689;Falköping Airport;Falkoping;Sweden;\N
690;Lidköping-Hovby Airport;Lidkoping;Sweden;LDK
691;Gothenburg City Airport;Gothenborg;Sweden;GSE
692;Skövde Airport;Skovde;Sweden;KVB
693;Trollhättan-Vänersborg Airport;Trollhattan;Sweden;THN
694;Karlsborg Air Base;Karlsborg;Sweden;\N
695;Såtenäs Air Base;Satenas;Sweden;\N
696;Barkarby Airport;Stockholm;Sweden;\N
697;Karlskoga Airport;Karlskoga;Sweden;KSK
698;Mora Airport;Mora;Sweden;MXX
699;Stockholm Skavsta Airport;Stockholm;Sweden;NYO
700;Arvika Airport;Arvika;Sweden;\N
701;Emmaboda Airfield;Emmaboda;Sweden;\N
702;Feringe Airport;Ljungby;Sweden;\N
703;Kristianstad Airport;Kristianstad;Sweden;KID
704;Landskrona Airport;Landskrona;Sweden;\N
705;Oskarshamn Airport;Oskarshamn;Sweden;OSK
706;Anderstorp Airport;Anderstorp;Sweden;\N
707;Kalmar Airport;Kalkmar;Sweden;KLR
708;Malmö Sturup Airport;Malmoe;Sweden;MMX
709;Halmstad Airport;Halmstad;Sweden;HAD
710;Hagshult Air Base;Hagshult;Sweden;\N
711;Växjö Kronoberg Airport;Vaxjo;Sweden;VXO
712;Hallviken Airport;Hallviken;Sweden;\N
713;Hedlanda Airport;Hede;Sweden;\N
714;Sveg Airport;Sveg;Sweden;EVG
715;Gällivare Airport;Gallivare;Sweden;GEV
716;Hudiksvall Airport;Hudiksvall;Sweden;HUV
717;Jokkmokk Airport;Jokkmokk;Sweden;\N
718;Kramfors Sollefteå Airport;Kramfors;Sweden;KRF
719;Lycksele Airport;Lycksele;Sweden;LYC
720;Optand Airport;Optand;Sweden;\N
721;Sundsvall-Härnösand Airport;Sundsvall;Sweden;SDL
722;Örnsköldsvik Airport;Ornskoldsvik;Sweden;OER
723;Piteå Airport;Pitea;Sweden;\N
724;Kiruna Airport;Kiruna;Sweden;KRN
725;Orsa Airport;Orsa;Sweden;\N
726;Skellefteå Airport;Skelleftea;Sweden;SFT
727;Sättna Airport;Sattna;Sweden;\N
728;Umeå Airport;Umea;Sweden;UME
729;Vilhelmina Airport;Vilhelmina;Sweden;VHM
730;Arvidsjaur Airport;Arvidsjaur;Sweden;AJR
731;Örebro Airport;Orebro;Sweden;ORB
733;Stockholm Västerås Airport;Vasteras;Sweden;VST
734;Luleå Airport;Lulea;Sweden;LLA
735;Vidsel Air Base;Vidsel;Sweden;\N
736;Arboga Airport;Arboga;Sweden;\N
737;Stockholm-Arlanda Airport;Stockholm;Sweden;ARN
738;Stockholm-Bromma Airport;Stockholm;Sweden;BMA
739;Borlange Airport;Borlange;Sweden;BLE
740;Hultsfred Airport;Hultsfred;Sweden;HLF
741;Gävle Sandviken Airport;Gavle;Sweden;GVX
742;Linköping City Airport;Linkoeping;Sweden;LPI
743;Norrköping Airport;Norrkoeping;Sweden;NRK
745;Eskilstuna Airport;Eskilstuna;Sweden;EKT
746;Visby Airport;Visby;Sweden;VBY
748;Kalixfors Airport;Kalixfors;Sweden;\N
750;Spangdahlem Air Base;Spangdahlem;Germany;SPM
751;Ramstein Air Base;Ramstein;Germany;RMS
753;[Duplicate] Giebelstadt Army Air Field;Giebelstadt;Germany;GHF
754;Bückeburg Air Base;Brueckeburg;Germany;\N
755;Celle Airport;Celle;Germany;ZCN
756;Rheine Bentlage Air Base;Rheine-brentlange;Germany;\N
757;Fritzlar Airport;Fritzlar;Germany;FRZ
758;Laupheim Air Base;Laupheim;Germany;\N
759;Mendig Airfield;Mendig;Germany;\N
760;Niederstetten Army Air Base;Niederstetten;Germany;\N
761;Roth Airport;Roth;Germany;\N
762;Fassberg Air Base;Fassberg;Germany;\N
763;Grafenwohr Army Air Field;Grafenwoehr;Germany;\N
764;Hanau Army Air Field;Hanau;Germany;ZNF
765;Hohenfels Army Air Field;Hohenfels;Germany;\N
766;Flugplatz Kitzingen;Kitzingen;Germany;KZG
767;Nordholz Naval Airbase;Nordholz;Germany;FCN
768;Diepholz Air Base;Diepholz;Germany;\N
769;Geilenkirchen Air Base;Geilenkirchen;Germany;GKE
770;Hohn Air Base;Hohn;Germany;\N
771;Jever Air Base;Jever;Germany;\N
772;Rostock-Laage Airport;Laage;Germany;RLG
773;Nörvenich Air Base;Noervenich;Germany;\N
774;Schleswig Air Base;Schleswig;Germany;WBG
775;Wittmundhafen Airport;Wittmundhafen;Germany;\N
777;Wunstorf Air Base;Wunstorf;Germany;\N
778;Vilseck Army Air Field;Vilseck;Germany;\N
779;Coleman Army Air Field;Coleman;Germany;\N
780;Wiesbaden Army Airfield;Wiesbaden;Germany;WIE
781;Landsberg Lech Air Base;Landsberg;Germany;\N
782;Büchel Air Base;Buechel;Germany;\N
783;Erding Airport;Erding;Germany;\N
784;Fürstenfeldbruck Air Base;Fuerstenfeldbruck;Germany;FEL
785;Holzdorf Air Base;Holzdorf;Germany;\N
786;Ingolstadt Manching Airport;Ingolstadt;Germany;IGS
787;Lechfeld Air Base;Lechfeld;Germany;\N
788;Neuburg AFB;Neuburg;Germany;\N
789;Gütersloh Air Base;Guetersloh;Germany;GUT
790;Alexander Bay Airport;Alexander Bay;South Africa;ALJ
791;Aggeneys Airport;Aggeneys;South Africa;AGZ
792;Brakpan Airport;Brakpan;South Africa;\N
793;Bisho Airport;Bisho;South Africa;BIY
794;Bram Fischer International Airport;Bloemfontein;South Africa;BFN
795;Bethlehem Airport;Bethlehem;South Africa;\N
796;Hendrik Potgieter Airport;Bothaville;South Africa;\N
797;Cape Town International Airport;Cape Town;South Africa;CPT
798;Calvinia Airport;Calvinia;South Africa;\N
799;King Shaka International Airport;Durban;South Africa;DUR
800;Ben Schoeman Airport;East London;South Africa;ELS
801;Ermelo Airport;Ermelo;South Africa;\N
802;Ficksburg Sentraoes Airport;Ficksburg;South Africa;FCB
803;Grand Central Airport;Johannesburg;South Africa;GCJ
804;George Airport;George;South Africa;GRJ
806;Graaff Reinet Airport;Graaff Reinet;South Africa;\N
807;Grahamstown Airport;Grahamstown;South Africa;\N
808;Greytown Airport;Greytown;South Africa;\N
809;Harmony Airport;Harmony;South Africa;\N
810;Harrismith Airport;Harrismith;South Africa;HRS
811;Hoedspruit Air Force Base Airport;Hoedspruit;South Africa;HDS
812;Gariep Dam Airport;Hendrik Verwoerddam;South Africa;\N
813;OR Tambo International Airport;Johannesburg;South Africa;JNB
814;P C Pelser Airport;Klerksdorp;South Africa;KXE
815;Kimberley Airport;Kimberley;South Africa;KIM
816;Krugersdorp Airport;Krugersdorp;South Africa;\N
817;Kroonstad Airport;Kroonstad;South Africa;\N
818;Johan Pienaar Airport;Kuruman;South Africa;KMH
819;Kleinsee Airport;Kleinsee;South Africa;KLZ
820;Lanseria Airport;Johannesburg;South Africa;HLA
821;Lichtenburg Airport;Lichtenburg;South Africa;\N
822;Makhado Air Force Base Airport;Lambertsbaai;South Africa;\N
823;Langebaanweg Airport;Langebaanweg;South Africa;SDB
824;Ladysmith Airport;Ladysmith;South Africa;LAY
825;Middelburg Airport;Middelburg;South Africa;\N
827;Margate Airport;Margate;South Africa;MGH
828;Marble Hall Airport;Marble Hall;South Africa;\N
829;Majuba Power Station Airport;Majuba Power Station;South Africa;\N
831;Riverside Airport;Malalane;South Africa;LLE
832;Morningside Farm Airport;Musina;South Africa;\N
833;Mkuze Airport;Mkuze;South Africa;MZQ
834;Newcastle Airport;Newcastle;South Africa;NCS
835;Nylstroom Airfield;Nylstroom;South Africa;\N
836;Overberg Airport;Overberg;South Africa;OVG
837;Oudtshoorn Airport;Oudtshoorn;South Africa;OUH
838;Port Elizabeth Airport;Port Elizabeth;South Africa;PLZ
839;Plettenberg Bay Airport;Plettenberg Bay;South Africa;PBZ
840;Hendrik Van Eck Airport;Phalaborwa;South Africa;PHW
841;Pietersburg Municipal Airport;Polokwane;South Africa;\N
842;Port St Johns Airport;Port Saint Johns;South Africa;JOH
843;Pietermaritzburg Airport;Pietermaritzburg;South Africa;PZB
844;Pilanesberg International Airport;Pilanesberg;South Africa;NTY
845;Polokwane International Airport;Potgietersrus;South Africa;PTG
846;Potchefstroom Airport;Potchefstroom;South Africa;PCF
847;Parys Airport;Parys;South Africa;\N
848;Queenstown Airport;Queenstown;South Africa;UTW
849;Richards Bay Airport;Richard's Bay;South Africa;RCB
850;Rustenburg Airport;Rustenburg;South Africa;\N
851;Robertson Airport;Robertson;South Africa;ROD
852;Springbok Airport;Springbok;South Africa;SBU
853;Secunda Airport;Secunda;South Africa;ZEC
854;Saldanha /Vredenburg Airport;Saldanha;South Africa;\N
855;Springs Airfield;Springs;South Africa;\N
856;Swartkop Air Force Base;Swartkop;South Africa;\N
857;Sishen Airport;Sishen;South Africa;SIS
858;Hendrik Swellengrebel Airport;Swellendam;South Africa;\N
859;Skukuza Airport;Skukuza;South Africa;SZK
860;Tommys Field Airport;Tommy's Field;South Africa;\N
861;New Tempe Airport;Bloemfontein;South Africa;\N
862;Tutuka Power Station Airport;Tutuka;South Africa;\N
863;Tzaneen Airport;Tzaneen;South Africa;LTA
864;Prince Mangosuthu Buthelezi Airport;Ulundi;South Africa;ULD
865;Pierre Van Ryneveld Airport;Upington;South Africa;UTN
866;K. D. Matanzima Airport;Umtata;South Africa;UTT
867;Vryburg Airport;Vryburg;South Africa;VRU
868;Virginia Airport;Durban;South Africa;VIR
869;Vredendal Airport;Vredendal;South Africa;VRE
870;Vereeniging Airport;Vereeniging;South Africa;\N
871;Wonderboom Airport;Pretoria;South Africa;PRY
872;Witbank Airport;Witbank;South Africa;\N
873;Waterkloof Air Force Base;Waterkloof;South Africa;WKF
874;Welkom Airport;Welkom;South Africa;\N
875;Ysterplaat Air Force Base;Ysterplaat;South Africa;\N
876;Zeerust Airport;Zeerust;South Africa;\N
877;Francistown Airport;Francistown;Botswana;FRW
878;Jwaneng Airport;Jwaneng;Botswana;JWA
879;Kasane Airport;Kasane;Botswana;BBK
880;Maun Airport;Maun;Botswana;MUB
881;Sir Seretse Khama International Airport;Gaberone;Botswana;GBE
882;Selebi Phikwe Airport;Selebi-phikwe;Botswana;PKW
883;Maya-Maya Airport;Brazzaville;Congo (Brazzaville);BZV
884;Owando Airport;Owando;Congo (Kinshasa);FTX
885;Ouesso Airport;Ouesso;Congo (Kinshasa);OUE
886;Pointe Noire Airport;Pointe-noire;Congo (Brazzaville);PNR
887;Matsapha Airport;Manzini;Swaziland;MTS
888;Bangui M'Poko International Airport;Bangui;Central African Republic;BGF
889;Berbérati Airport;Berberati;Central African Republic;BBT
890;Bata Airport;Bata;Equatorial Guinea;BSG
891;Malabo Airport;Malabo;Equatorial Guinea;SSG
892;RAF Ascension Island;Wide Awake;Saint Helena;ASI
893;Sir Seewoosagur Ramgoolam International Airport;Plaisance;Mauritius;MRU
894;Sir Charles Gaetan Duval Airport;Rodriguez Island;Mauritius;RRG
895;Diego Garcia Naval Support Facility;Diego Garcia Island;British Indian Ocean Territory;NKW
896;Tiko Airport;Tiko;Cameroon;TKC
897;Douala International Airport;Douala;Cameroon;DLA
898;Salak Airport;Maroua;Cameroon;MVR
899;Foumban Nkounja Airport;Foumban;Cameroon;FOM
900;N'Gaoundéré Airport;N'gaoundere;Cameroon;NGE
901;Garoua International Airport;Garoua;Cameroon;GOU
902;Bafoussam Airport;Bafoussam;Cameroon;BFX
903;Bamenda Airport;Bamenda;Cameroon;BPC
904;Yaoundé Airport;Yaounde;Cameroon;YAO
905;Kasompe Airport;Kasompe;Zambia;CGJ
906;Livingstone Airport;Livingstone;Zambia;LVI
907;Kenneth Kaunda International Airport Lusaka;Lusaka;Zambia;LUN
908;Mfuwe Airport;Mfuwe;Zambia;MFU
909;Mongu Airport;Mongu;Zambia;MNR
910;Simon Mwansa Kapwepwe International Airport;Ndola;Zambia;NLA
911;Southdowns Airport;Southdowns;Zambia;KIW
912;Prince Said Ibrahim International Airport;Moroni;Comoros;HAH
913;Mohéli Bandar Es Eslam Airport;Moheli;Comoros;NWA
914;Ouani Airport;Anjouan;Comoros;AJN
915;Dzaoudzi Pamandzi International Airport;Dzaoudzi;Mayotte;DZA
916;Roland Garros Airport;St.-denis;Reunion;RUN
917;Pierrefonds Airport;St.-pierre;Reunion;ZSE
918;Ivato Airport;Antananarivo;Madagascar;TNR
919;Miandrivazo Airport;Miandrivazo;Madagascar;ZVA
920;Sainte Marie Airport;Sainte Marie;Madagascar;SMS
921;Toamasina Airport;Toamasina;Madagascar;TMM
922;Morondava Airport;Morondava;Madagascar;MOQ
923;Arrachart Airport;Antsiranana;Madagascar;DIE
924;Mananara Nord Airport;Mananara;Madagascar;WMR
925;Andapa Airport;Andapa;Madagascar;ZWA
926;Ambilobe Airport;Ambilobe;Madagascar;AMB
927;Antsirabato Airport;Antalaha;Madagascar;ANM
928;Analalava Airport;Analalava;Madagascar;HVA
929;Amborovy Airport;Mahajanga;Madagascar;MJN
930;Fascene Airport;Nosy-be;Madagascar;NOS
931;Besalampy Airport;Besalampy;Madagascar;BPY
932;Maroantsetra Airport;Maroantsetra;Madagascar;WMN
933;Sambava Airport;Sambava;Madagascar;SVB
934;Vohimarina Airport;Vohemar;Madagascar;VOH
935;Ambalabe Airport;Antsohihy;Madagascar;WAI
936;Ampampamena Airport;Ampampamena;Madagascar;IVA
937;Tôlanaro Airport;Tolagnaro;Madagascar;FTU
938;Fianarantsoa Airport;Fianarantsoa;Madagascar;WFI
939;Farafangana Airport;Farafangana;Madagascar;RVA
940;Manakara Airport;Manakara;Madagascar;WVK
941;Mananjary Airport;Mananjary;Madagascar;MNJ
942;Morombe Airport;Morombe;Madagascar;MXM
943;Toliara Airport;Toliara;Madagascar;TLE
944;Mbanza Congo Airport;M'banza-congo;Angola;SSY
945;Benguela Airport;Benguela;Angola;BUG
946;Cabinda Airport;Cabinda;Angola;CAB
948;Nova Lisboa Airport;Huambo;Angola;NOV
949;Kuito Airport;Kuito;Angola;SVP
950;Lobito Airport;Lobito;Angola;\N
951;Quatro de Fevereiro Airport;Luanda;Angola;LAD
952;Malanje Airport;Malanje;Angola;MEG
953;Menongue Airport;Menongue;Angola;SPP
955;Negage Airport;Negage;Angola;GXG
956;Porto Amboim Airport;Porto Amboim;Angola;PBN
957;Saurimo Airport;Saurimo;Angola;VHC
958;Soyo Airport;Soyo;Angola;SZA
959;Lubango Airport;Lubango;Angola;SDD
960;Luena Airport;Luena;Angola;LUO
961;Uige Airport;Uige;Angola;UGO
962;Xangongo Airport;Xangongo;Angola;XGN
